time,"[PCM] Actual Electronic Throttle Control (°)","[PCM] Actual Output Shaft Speed (rpm)","[PCM] Actual Torque Converter Slip (rpm)","[PCM] Actual Turbine Shaft Speed (rpm)","[PCM] ATF Temperature (℃)","[PCM] Commanded Gear ()","[PCM] Commanded Gear Ratio ()","[PCM] Currently Detected Engine Misfire ()","[PCM] Desired Electronic Throttle Control (°)","[PCM] Desired Torque Converter Slip (rpm)","[PCM] Fuel level (%)","[PCM] Knock Sensor 1 ()","[PCM] Knock Sensor 2 ()","[PCM] Measured Gear Ratio ()","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Altitude (GPS) (m)","Ambient air temperature (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Average speed (GPS) (km/h)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Commanded throttle actuator (%)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Ethanol fuel percent (%)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Power from MAF (hp)","Relative throttle position (%)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Speed (GPS) (km/h)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",Latitude,Longtitude,
17:54:33.541,,,,,,,,,,,,,,,,,,138.50001525878906,,,,,,,,0.4302653969675329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44315532445907596,,,,,21.9143497,39.3121921,
17:54:33.541,,,,,,,,,,,,,,,,,,138.50001525878906,,,,,,,,0.43026576063812233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44315532445907596,,,,,21.9143497,39.3121921,
17:54:34.538,,,,,,,,,,,,,,,,,,138.50001525878906,,,,,,,,0.4326723245928926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4471598625183106,,,,,21.9143497,39.3121921,
17:54:34.539,,,,,,,,,,,,,,,,,,138.50001525878906,,,,,,,,0.43267259627118876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4471598625183106,,,,,21.9143496,39.3121921,
17:54:35.527,,,,,,,,,,,,,,,,,,138.50001525878906,,,,,,,,0.4345806513425832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44809029400348666,,,,,21.9143496,39.3121921,
17:54:35.528,,,,,,,,,,,,,,,,,,138.50001525878906,,,,,,,,0.4345810983460694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44809029400348666,,,,,21.9143495,39.3121921,
17:54:36.532,,,,,,,,,,,,,,,,,,138.50001525878906,,,,,,,,0.4360803587131888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4480114907026291,,,,,21.9143495,39.3121921,
17:54:36.532,,,,,,,,,,,,,,,,,,138.50001525878906,,,,,,,,0.43608054865313106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4480114907026291,,,,,21.9143488,39.312192,
17:54:37.539,,,,,,,,,,,,,,,,,,138.50001525878906,,,,,,,,0.4372405391414007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44759733080863956,,,,,21.9143488,39.312192,
17:54:37.540,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.4372407796607864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44759733080863956,,,,,21.9143492,39.3122009,
17:54:38.542,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.4375763966219018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4409244775772095,,,,,21.9143492,39.3122009,
17:54:38.542,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.43757641612210013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4409244775772095,,,,,21.9143491,39.312201,
17:54:39.532,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.4379711316900993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4423612028360367,,,,,21.9143491,39.312201,
17:54:39.532,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.4379711809879859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4423612028360367,,,,,21.9143491,39.312201,
17:54:40.544,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.43841699530675793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4437002420425415,,,,,21.9143491,39.312201,
17:54:40.544,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.4384170665885721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4437002420425415,,,,,21.9143491,39.312201,
17:54:41.527,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.438449641887012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43888068795204166,,,,,21.9143491,39.312201,
17:54:41.528,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.43844964760826033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43888068795204166,,,,,21.9143491,39.312201,
17:54:42.538,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.43845038899012756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4384606540203095,,,,,21.9143491,39.312201,
17:54:42.538,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.43845038907518213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4384606540203095,,,,,21.9143491,39.3122009,
17:54:43.539,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.438699265209201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44243150353431704,,,,,21.9143491,39.3122009,
17:54:43.539,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.4386992967660965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44243150353431704,,,,,21.9143491,39.3122008,
17:54:44.371,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.4388565901244318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44188264310359954,,,,,21.9143491,39.3122008,
17:54:44.371,,,,,,,,,,,,,,,,,,138.00001525878906,,,,,,,,0.43885660481086114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44188264310359954,,,,,21.9143491,39.3122011,
17:55:09.536,,,,,,,,,,,,,,,,,,137.70001220703125,,,,,,,,0.17589946800626602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,21.9142829,39.3123045,
17:55:09.536,,,,,,,,,,,,,,,,,,137.70001220703125,,,,,,,,0.17589923723853612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,21.9143543,39.3121719,
17:55:09.652,,,,,,,,,,,,,,,,,,137.70001220703125,,,,,,,,0.17541531650211353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,21.9143543,39.3121719,
17:55:09.652,,,,,,,,,,,,,,,,,,137.70001220703125,,,,,,,,0.17541501452969419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,21.9143543,39.3121719,
17:55:10.533,,,,,,,,,,,,,,,,,,137.70001220703125,,,,,,,,0.17181906691155555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,21.9143543,39.3121719,
17:55:10.534,,,,,,,,,,,,,,,,,,137.70001220703125,,,,,,,,0.17181757757332605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,21.9143561,39.3121704,
17:55:11.173,,,,,64.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9143561,39.3121704,
17:55:11.361,,,,,64.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9143561,39.3121704,
17:55:11.425,,,,,64.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9143561,39.3121704,
17:55:11.498,,,,,64.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9143561,39.3121704,
17:55:11.545,,,,,,,,,,,,,,,,,,137.70001220703125,,,,,,,,0.16786866438080023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,21.9143561,39.3121704,
17:55:11.545,,,,,,,,,,,,,,,,,,137.70001220703125,,,,,,,,0.16786832146059777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,21.9143549,39.3121726,
